accuracy,always_zero_accuracy,balanced_accuracy,batch,binding_gap_pp,chance,complete,composed_and_accuracy,condition,constant_zero_accuracy,d,data_protocol,elapsed_seconds,eval_every,eval_examples,eval_loss,exact_accuracy,family,head_dim,hops,id_count,layers,load,lr,metric,min_length,optimizer,out,parameters,query_blind_count_oracle_accuracy,query_format,scheduler,seed,sequence_length,state_dim,steps,task,test_examples,test_sha256,trainable_parameters,truth_00_accuracy,truth_00_exact_accuracy,truth_00_examples,truth_01_accuracy,truth_01_exact_accuracy,truth_01_examples,truth_10_accuracy,truth_10_exact_accuracy,truth_10_examples,truth_11_accuracy,truth_11_exact_accuracy,truth_11_examples,truth_table,updates,validation_sha256,values,weight_decay,width,worst_truth_exact_accuracy
1.0,0.75,1.0,32,27.089843749999986,0.5,True,,direct_and,0.75,1,fresh independent per step; independent validation and final test,10.124284359975718,100,1024,0.0002602145596029004,1.0,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/direct_and-w64-r4-t64-gdn_current-d1-s123,23464,0.818115234375,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,fbc2dccdd165364c08c9a6ea46058a28529f78ec51bff3ebdd12fbdfe3aff9e3,23464,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,aa833f84c4a99253ece77744b61953ea7290fdd75b13d024dc03711b2edee62b,2,0.1,64,1.0
1.0,0.75,1.0,32,27.089843749999986,0.5,True,,direct_and,0.75,3,fresh independent per step; independent validation and final test,27.041340013965964,100,1024,0.0002499692640185458,1.0,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/direct_and-w64-r4-t64-gdn_current-d3-s123,38200,0.818115234375,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,fbc2dccdd165364c08c9a6ea46058a28529f78ec51bff3ebdd12fbdfe3aff9e3,32568,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,aa833f84c4a99253ece77744b61953ea7290fdd75b13d024dc03711b2edee62b,2,0.1,64,1.0
1.0,0.75,1.0,32,27.089843749999986,0.5,True,,direct_and,0.75,1,fresh independent per step; independent validation and final test,23.333433040999807,100,1024,0.00021479368501786666,1.0,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/direct_and-w64-r4-t64-mamba2-d1-s123,58352,0.818115234375,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,fbc2dccdd165364c08c9a6ea46058a28529f78ec51bff3ebdd12fbdfe3aff9e3,58352,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,aa833f84c4a99253ece77744b61953ea7290fdd75b13d024dc03711b2edee62b,2,0.1,64,1.0
1.0,0.75,1.0,32,27.089843749999986,0.5,True,,direct_and,0.75,3,fresh independent per step; independent validation and final test,19.946397059015,100,1024,0.00023800537576335046,1.0,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/direct_and-w64-r4-t64-mamba2-d3-s123,99904,0.818115234375,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,fbc2dccdd165364c08c9a6ea46058a28529f78ec51bff3ebdd12fbdfe3aff9e3,93760,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,aa833f84c4a99253ece77744b61953ea7290fdd75b13d024dc03711b2edee62b,2,0.1,64,1.0
0.9716796875,0.5,,32,45.760091145833336,0.5,True,0.973388671875,retrieval,0.5,1,fresh independent per step; independent validation and final test,9.94408220401965,100,1024,0.066017855759128,0.944091796875,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-gdn_current-d1-s123,23464,0.690185546875,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,099a0a12ad60ff329b26feced51c7c63bfb7453822e66f9782083c1981014320,23464,0.98095703125,0.962890625,1024,0.96630859375,0.93359375,1024,0.96533203125,0.931640625,1024,0.97412109375,0.9482421875,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,1a6d220bfb214136b3fe0c73d5745a8b4bb1275f5d6e2b0703c64d2cba3b1c83,2,0.1,64,0.931640625
0.726318359375,0.5,,32,6.9661458333333375,0.5,True,0.76611328125,retrieval,0.5,3,fresh independent per step; independent validation and final test,27.09435138606932,100,1024,0.516712082317099,0.521484375,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-gdn_current-d3-s123,38200,0.690185546875,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,099a0a12ad60ff329b26feced51c7c63bfb7453822e66f9782083c1981014320,32568,0.87451171875,0.814453125,1024,0.62451171875,0.3212890625,1024,0.52734375,0.1435546875,1024,0.87890625,0.806640625,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,1a6d220bfb214136b3fe0c73d5745a8b4bb1275f5d6e2b0703c64d2cba3b1c83,2,0.1,64,0.1435546875
0.6937255859375,0.5,,32,0.3662109375,0.5,True,0.73046875,retrieval,0.5,1,fresh independent per step; independent validation and final test,7.036690912093036,100,1024,0.5453778957016766,0.445556640625,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-mamba2-d1-s123,58352,0.690185546875,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,099a0a12ad60ff329b26feced51c7c63bfb7453822e66f9782083c1981014320,58352,0.90185546875,0.8935546875,1024,0.50048828125,0.0126953125,1024,0.50732421875,0.021484375,1024,0.865234375,0.8544921875,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,1a6d220bfb214136b3fe0c73d5745a8b4bb1275f5d6e2b0703c64d2cba3b1c83,2,0.1,64,0.0126953125
0.7564697265625,0.5,,32,11.409505208333325,0.5,True,0.7861328125,retrieval,0.5,3,fresh independent per step; independent validation and final test,19.981480480986647,100,1024,0.476455562049523,0.550048828125,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-mamba2-d3-s123,99904,0.690185546875,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,099a0a12ad60ff329b26feced51c7c63bfb7453822e66f9782083c1981014320,93760,0.90185546875,0.8369140625,1024,0.6025390625,0.2509765625,1024,0.623046875,0.2724609375,1024,0.8984375,0.83984375,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,1a6d220bfb214136b3fe0c73d5745a8b4bb1275f5d6e2b0703c64d2cba3b1c83,2,0.1,64,0.2509765625
0.915771484375,0.75,0.87158203125,32,14.365234374999991,0.5,True,,retrieval_and,0.75,1,fresh independent per step; independent validation and final test,10.015010399976745,100,1024,0.19503050166531466,0.915771484375,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval_and-w64-r4-t64-gdn_current-d1-s123,23464,0.818115234375,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,4ab3a640ce747b7117d868ef383008e16a677eb1a5ec8e33d6ea5ff48e100afb,23464,1.0,1.0,1024,0.935546875,0.935546875,1024,0.9443359375,0.9443359375,1024,0.783203125,0.783203125,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,c4318352c293c6416d87f8959bae8c698817c09b016d6798524d4487e136c502,2,0.1,64,0.783203125
0.844482421875,0.75,0.7556966145833333,32,4.091796874999998,0.5,True,,retrieval_and,0.75,3,fresh independent per step; independent validation and final test,27.197829387965612,100,1024,0.35031906166113913,0.844482421875,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval_and-w64-r4-t64-gdn_current-d3-s123,38200,0.818115234375,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,4ab3a640ce747b7117d868ef383008e16a677eb1a5ec8e33d6ea5ff48e100afb,32568,0.99609375,0.99609375,1024,0.9091796875,0.9091796875,1024,0.89453125,0.89453125,1024,0.578125,0.578125,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,c4318352c293c6416d87f8959bae8c698817c09b016d6798524d4487e136c502,2,0.1,64,0.578125
